id,text
t2088,There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?
t2089,I was unable to transfer money to a beneficiary.
t2090,What is the best way to get my virtual card?
t2091,Any extra charges for exchanging currencies?
t2092,Why do you need to check my identity?
t2093,Why is my card payment still pending?
t2094,Why is my app showing me taking money that I did not take out?
t2095,"I need to make a purchase online, where is my virtual card?"
t2096,I tried to get cash out of the ATM but it is taking too long
t2097,Why does my identity need verification?
t2098,I want to set up an auto top-up
t2099,Can I use my card for online payments?
t2100,My card payment had the wrong exchange rate
t2101,"I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?"
t2102,"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?"
t2103,"I want to top up my account by a bank transfer, but will I be charged?"
t2104,where is my new card?
t2105,Are extra charges added for sending out additional cards?
t2106,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.
t2107,Shouldn't my new card be here by now?
t2108,How can I go about getting a disposable virtual card?
t2109,Why did I get charged a fee for my transfer?
t2110,Why is a transfer I have still pending?
t2111,Can I pay online with my card?
t2112,What are the steps of verifying an identity?
t2113,Is there a charge for using an European bank card for top up?
t2114,Is there an age limit to get an account?
t2115,I can't verify identity through the app.
t2116,My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.
t2117,Where can I use my Mastercard?
t2118,Help Me!  I lost my card.  What should I do?
t2119,Why haven't I been given a virtual card yet?
t2120,"I got a transfer fail message, but no explanation of why-- what happened?"
t2121,Could you explain your rules for ATM fees?
t2122,How are exchange rates determined?
t2123,Which countries do you currently support?
t2124,Can I make an account for my kids?
t2125,What is the fee to top-up my account
t2126,Everything was stolen from me.  I can't use the app.  Please advise.
t2127,What currencies and cards do you support?
t2128,My statement shows a strange direct debit.
t2129,Which countries are supported
t2130,I don't know why my card payment did not work
t2131,Can I go ahead and use my account even though my identify hasn't been verified yet?
t2132,Do i have to wait to get the pin or can i set up a pin
t2133,What do I need to do to verify my funds?
t2134,Why won't my card accept any transactions?
t2135,There was a problem with the exchange rate on a purchase.
t2136,What sort of restrictions are there for the disposable cards?
t2137,Why is it taking so long for my pending transaction to post as cleared?
t2138,My address needs to be changed.
t2139,"I want to get a Visa and Mastercard, is it possible to get both from you?"
t2140,Can you please tell me why my transfer failed?
t2141,What fees do you charge for the standard card?
t2142,"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?"
t2143,I am unable to transfer money. I believe it is not working because it states it was declined.
t2144,Is there a transaction limit for a disposable card?
t2145,Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.
t2146,"If I wanted to change my PIN, how would I do that?"
t2147,I am still waiting on my bank transfer
t2148,the transfer went through but now it has been pending for quite a while. i need this to go through already
t2149,I would like to terminate my account.
t2150,I got a new card and can't find where to link it.
t2151,I think my phone was stolen. What can I do?
t2152,Why can't I get cash from the ATM?
t2153,What ATMs can I use this card?
t2154,There is a payment made with my card that I don't recognize at all.
t2155,Where can I link a new card?
t2156,Can you tell me which cards and currencies are supported?
t2157,How long does it take for a transfer to be in my account?
t2158,Can I use my account even though the identity verification has not passed yet?
t2159,I'm looking to get an additional card.
t2160,Where can the pin be located?
t2161,Are there any hidden limit on the auto top-up?
t2162,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?
t2163,"I saw on the app that a cash withdrawal was completed on my account; however, I did not complete it."
t2164,Will I be charged for exchanging foreign currencies?
t2165,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.
t2166,What countries are you issuing cards for?
t2167,"I lost my card and need a new one, will it cost me?"
t2168,"After I make a payment, how long will it be before it transitions from ""pending"" to complete?"
t2169,Is there any way to cancel my transfer
t2170,Where did my extra fee for the transfer come from?
t2171,how do i get into my account and edit my details
t2172,Can you tell me your exchange rates?
t2173,I need a transaction reversed from my account.
t2174,Why do I get a fee every time I transfer?
t2175,Is it possible to change from AUD to GBP?
t2176,I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?
